match_id,date,team_id,team_name,local_ultimos_5_partidos,local_ultimos_5_ganados,local_ultimos_5_empatados,local_ultimos_5_perdidos,local_ultimos_5_goles_favor,local_ultimos_5_goles_contra,local_ultimos_5_diferencia_gol,local_ultimos_5_puntos,local_ultimos_5_prom_goles_favor,local_ultimos_5_prom_goles_contra,visitante_ultimos_5_partidos,visitante_ultimos_5_ganados,visitante_ultimos_5_empatados,visitante_ultimos_5_perdidos,visitante_ultimos_5_goles_favor,visitante_ultimos_5_goles_contra,visitante_ultimos_5_diferencia_gol,visitante_ultimos_5_puntos,visitante_ultimos_5_prom_goles_favor,visitante_ultimos_5_prom_goles_contra
m_3bNpUp,2026-03-05,t_0rsFNq,Lanús,2,1,1,0,3,2,1,4,1.5,1.0,4,1,2,1,6,7,-1,5,1.5,1.75
m_2rfIEE,2026-03-13,t_0rsFNq,Lanús,3,1,1,1,3,5,-2,4,1.0,1.6666666666666667,4,1,2,1,6,7,-1,5,1.5,1.75
m_1sCl2u,2026-03-17,t_0rsFNq,Lanús,3,1,1,1,3,5,-2,4,1.0,1.6666666666666667,5,2,2,1,7,7,0,8,1.4,1.4
m_1CaySw,2026-03-21,t_0rsFNq,Lanús,4,2,1,1,8,5,3,7,2.0,1.25,5,2,2,1,7,7,0,8,1.4,1.4
m_1c9W0N,2026-03-27,t_0rsFNq,Lanús,4,2,1,1,8,5,3,7,2.0,1.25,5,2,2,1,5,5,0,8,1.0,1.0
m_4fH8lA,2026-04-01,t_0rsFNq,Lanús,4,2,1,1,8,5,3,7,2.0,1.25,5,2,1,2,4,5,-1,7,0.8,1.0
m_2pE60O,2026-04-13,t_0rsFNq,Lanús,5,2,2,1,8,5,3,8,1.6,1.0,5,2,1,2,4,5,-1,7,0.8,1.0
m_2riSvt,2026-04-21,t_0rsFNq,Lanús,5,2,2,1,7,4,3,8,1.4,0.8,5,2,1,2,4,5,-1,7,0.8,1.0
m_3JTbLz,2026-04-24,t_0rsFNq,Lanús,5,2,2,1,7,4,3,8,1.4,0.8,5,2,1,2,4,4,0,7,0.8,0.8
m_1XEoaS,2026-05-02,t_0rsFNq,Lanús,5,2,2,1,6,3,3,8,1.2,0.6,5,2,1,2,4,4,0,7,0.8,0.8
m_2t96qK,2026-05-10,t_0rsFNq,Lanús,5,2,3,0,6,0,6,9,1.2,0.0,5,2,1,2,4,4,0,7,0.8,0.8
m_1aviF3,2026-07-26,t_0rsFNq,Lanús,5,2,3,0,6,0,6,9,1.2,0.0,5,2,0,3,3,5,-2,6,0.6,1.0
m_2EBOtR,2026-08-03,t_0rsFNq,Lanús,5,2,3,0,2,0,2,9,0.4,0.0,5,2,0,3,3,5,-2,6,0.6,1.0
m_1wAs6k,2026-08-06,t_0rsFNq,Lanús,5,2,2,1,2,1,1,8,0.4,0.2,5,2,0,3,3,5,-2,6,0.6,1.0
m_4f6yGZ,2026-08-12,t_0rsFNq,Lanús,5,2,2,1,2,1,1,8,0.4,0.2,5,1,0,4,3,7,-4,3,0.6,1.4
m_1E7Dux,2026-08-17,t_0rsFNq,Lanús,5,2,2,1,2,1,1,8,0.4,0.2,5,1,0,4,5,7,-2,3,1.0,1.4
m_38XAFZ,2026-08-25,t_0rsFNq,Lanús,5,1,2,2,2,4,-2,5,0.4,0.8,5,1,0,4,5,7,-2,3,1.0,1.4
m_0rmcr6,2026-08-29,t_0rsFNq,Lanús,5,1,2,2,3,5,-2,5,0.6,1.0,5,1,0,4,5,7,-2,3,1.0,1.4
m_0NaY2x,2026-09-06,t_0rsFNq,Lanús,5,1,2,2,3,5,-2,5,0.6,1.0,5,1,0,4,4,6,-2,3,0.8,1.2
m_0AnTKr,2026-09-14,t_0rsFNq,Lanús,5,2,1,2,4,5,-1,7,0.8,1.0,5,1,0,4,4,6,-2,3,0.8,1.2
m_2vy6Yj,2026-09-14,t_0rsFNq,Lanús,5,2,1,2,4,5,-1,7,0.8,1.0,5,2,0,3,7,5,2,6,1.4,1.0
m_0MqdAY,2026-01-22,t_1DVMAZ,Defensa y Justicia,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_20gfAy,2026-01-29,t_1DVMAZ,Defensa y Justicia,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,1,0.0,0.0
m_0cs8S8,2026-02-02,t_1DVMAZ,Defensa y Justicia,0,0,0,0,0,0,0,0,0.0,0.0,2,1,1,0,1,0,1,4,0.5,0.0
m_1hisDs,2026-02-08,t_1DVMAZ,Defensa y Justicia,1,0,1,0,0,0,0,1,0.0,0.0,2,1,1,0,1,0,1,4,0.5,0.0
m_0Wq4zM,2026-02-14,t_1DVMAZ,Defensa y Justicia,1,0,1,0,0,0,0,1,0.0,0.0,3,2,1,0,4,2,2,7,1.3333333333333333,0.6666666666666666
m_16ojkM,2026-02-20,t_1DVMAZ,Defensa y Justicia,2,0,2,0,1,1,0,2,0.5,0.5,3,2,1,0,4,2,2,7,1.3333333333333333,0.6666666666666666
m_1pWCHs,2026-02-24,t_1DVMAZ,Defensa y Justicia,3,0,3,0,2,2,0,3,0.6666666666666666,0.6666666666666666,3,2,1,0,4,2,2,7,1.3333333333333333,0.6666666666666666
m_32VFMh,2026-03-02,t_1DVMAZ,Defensa y Justicia,3,0,3,0,2,2,0,3,0.6666666666666666,0.6666666666666666,4,2,2,0,4,2,2,8,1.0,0.5
m_3FHq0X,2026-03-12,t_1DVMAZ,Defensa y Justicia,4,0,4,0,3,3,0,4,0.75,0.75,4,2,2,0,4,2,2,8,1.0,0.5
m_2pi43m,2026-03-16,t_1DVMAZ,Defensa y Justicia,5,0,5,0,4,4,0,5,0.8,0.8,4,2,2,0,4,2,2,8,1.0,0.5
m_1hukZb,2026-03-21,t_1DVMAZ,Defensa y Justicia,5,0,5,0,4,4,0,5,0.8,0.8,5,3,2,0,9,4,5,11,1.8,0.8
m_2NfZWl,2026-04-07,t_1DVMAZ,Defensa y Justicia,5,1,4,0,6,4,2,7,1.2,0.8,5,3,2,0,9,4,5,11,1.8,0.8
m_3SYDN1,2026-04-13,t_1DVMAZ,Defensa y Justicia,5,1,4,0,6,4,2,7,1.2,0.8,5,3,1,1,9,6,3,10,1.8,1.2
m_2qTx0J,2026-04-18,t_1DVMAZ,Defensa y Justicia,5,1,3,1,6,5,1,6,1.2,1.0,5,3,1,1,9,6,3,10,1.8,1.2
m_3puHKN,2026-04-23,t_1DVMAZ,Defensa y Justicia,5,1,3,1,6,5,1,6,1.2,1.0,5,2,1,2,9,9,0,7,1.8,1.8
m_019qHk,2026-05-04,t_1DVMAZ,Defensa y Justicia,5,1,2,2,5,8,-3,5,1.0,1.6,5,2,1,2,9,9,0,7,1.8,1.8
m_4cBLTF,2026-07-24,t_1DVMAZ,Defensa y Justicia,5,1,2,2,5,8,-3,5,1.0,1.6,5,1,1,3,7,9,-2,4,1.4,1.8
m_1R2IMx,2026-07-29,t_1DVMAZ,Defensa y Justicia,5,1,2,2,5,8,-3,5,1.0,1.6,5,1,1,3,7,9,-2,4,1.4,1.8
m_2xdOyu,2026-08-01,t_1DVMAZ,Defensa y Justicia,5,2,1,2,6,8,-2,7,1.2,1.6,5,1,1,3,7,9,-2,4,1.4,1.8
m_208YJA,2026-08-09,t_1DVMAZ,Defensa y Justicia,5,2,1,2,6,8,-2,7,1.2,1.6,5,1,0,4,7,12,-5,3,1.4,2.4
m_43tFlq,2026-08-17,t_1DVMAZ,Defensa y Justicia,5,2,1,2,6,9,-3,7,1.2,1.8,5,1,0,4,7,12,-5,3,1.4,2.4
m_4Llsds,2026-08-23,t_1DVMAZ,Defensa y Justicia,5,2,1,2,6,9,-3,7,1.2,1.8,5,0,1,4,3,11,-8,1,0.6,2.2
m_300q44,2026-08-31,t_1DVMAZ,Defensa y Justicia,5,2,1,2,6,9,-3,7,1.2,1.8,5,1,1,3,5,10,-5,4,1.0,2.0
m_0NaY2x,2026-09-06,t_1DVMAZ,Defensa y Justicia,5,3,1,1,6,7,-1,10,1.2,1.4,5,1,1,3,5,10,-5,4,1.0,2.0
m_0v5efb,2026-09-11,t_1DVMAZ,Defensa y Justicia,5,3,1,1,6,7,-1,10,1.2,1.4,5,1,1,3,4,8,-4,4,0.8,1.6
m_3L4LL7,2026-01-24,t_1Fzy5s,River Plate,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_01aTkm,2026-01-28,t_1Fzy5s,River Plate,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,0,1,0,1,3,1.0,0.0
m_4aRjxN,2026-02-02,t_1Fzy5s,River Plate,1,1,0,0,2,0,2,3,2.0,0.0,1,1,0,0,1,0,1,3,1.0,0.0
m_0k3gzI,2026-02-07,t_1Fzy5s,River Plate,1,1,0,0,2,0,2,3,2.0,0.0,2,1,1,0,1,0,1,4,0.5,0.0
m_064D4L,2026-02-13,t_1Fzy5s,River Plate,2,1,0,1,3,4,-1,3,1.5,2.0,2,1,1,0,1,0,1,4,0.5,0.0
m_4JeqYL,2026-02-22,t_1Fzy5s,River Plate,2,1,0,1,3,4,-1,3,1.5,2.0,3,1,1,1,1,1,0,4,0.3333333333333333,0.3333333333333333
m_25L4uT,2026-02-26,t_1Fzy5s,River Plate,2,1,0,1,3,4,-1,3,1.5,2.0,4,1,1,2,1,2,-1,4,0.25,0.5
m_1IrvXt,2026-03-03,t_1Fzy5s,River Plate,3,2,0,1,6,5,1,6,2.0,1.6666666666666667,4,1,1,2,1,2,-1,4,0.25,0.5
m_2e6Rvv,2026-03-13,t_1Fzy5s,River Plate,3,2,0,1,6,5,1,6,2.0,1.6666666666666667,5,1,2,2,2,3,-1,5,0.4,0.6
m_1fJ2Fa,2026-03-15,t_1Fzy5s,River Plate,3,2,0,1,6,5,1,6,2.0,1.6666666666666667,5,1,2,2,3,4,-1,5,0.6,0.8
m_38Dq9r,2026-03-22,t_1Fzy5s,River Plate,4,3,0,1,8,5,3,9,2.0,1.25,5,1,2,2,3,4,-1,5,0.6,0.8
m_0X7bQS,2026-04-05,t_1Fzy5s,River Plate,4,3,0,1,8,5,3,9,2.0,1.25,5,2,1,2,5,4,1,7,1.0,0.8
m_3RgxwY,2026-04-12,t_1Fzy5s,River Plate,5,4,0,1,11,5,6,12,2.2,1.0,5,2,1,2,5,4,1,7,1.0,0.8
m_0FlMqm,2026-04-19,t_1Fzy5s,River Plate,5,4,0,1,11,5,6,12,2.2,1.0,5,3,1,1,7,3,4,10,1.4,0.6
m_3Nkc9o,2026-04-26,t_1Fzy5s,River Plate,5,3,0,2,9,6,3,9,1.8,1.2,5,3,1,1,7,3,4,10,1.4,0.6
m_29QdK5,2026-05-03,t_1Fzy5s,River Plate,5,4,0,1,11,3,8,12,2.2,0.6,5,3,1,1,7,3,4,10,1.4,0.6
m_21tO51,2026-05-10,t_1Fzy5s,River Plate,5,3,0,2,8,3,5,9,1.6,0.6,5,3,1,1,7,3,4,10,1.4,0.6
m_3ar3G9,2026-05-14,t_1Fzy5s,River Plate,5,2,1,2,8,5,3,7,1.6,1.0,5,3,1,1,7,3,4,10,1.4,0.6
m_211adJ,2026-05-16,t_1Fzy5s,River Plate,5,2,1,2,7,5,2,7,1.4,1.0,5,3,1,1,7,3,4,10,1.4,0.6
m_25ZLbm,2026-05-24,t_1Fzy5s,River Plate,5,3,1,1,8,4,4,10,1.6,0.8,5,3,1,1,7,3,4,10,1.4,0.6
m_4X9GUk,2026-07-25,t_1Fzy5s,River Plate,5,2,1,2,7,6,1,7,1.4,1.2,5,3,1,1,7,3,4,10,1.4,0.6
m_19jhYQ,2026-07-29,t_1Fzy5s,River Plate,5,2,1,2,7,6,1,7,1.4,1.2,5,3,1,1,7,3,4,10,1.4,0.6
m_4JNnXO,2026-08-02,t_1Fzy5s,River Plate,5,2,1,2,7,6,1,7,1.4,1.2,5,3,1,1,7,3,4,10,1.4,0.6
m_2VSaa1,2026-08-08,t_1Fzy5s,River Plate,5,2,0,3,5,5,0,6,1.0,1.0,5,3,1,1,7,3,4,10,1.4,0.6
m_4fCzkt,2026-08-16,t_1Fzy5s,River Plate,5,2,0,3,5,5,0,6,1.0,1.0,5,3,0,2,6,3,3,9,1.2,0.6
m_4fjPIc,2026-08-23,t_1Fzy5s,River Plate,5,2,0,3,5,5,0,6,1.0,1.0,5,3,0,2,6,3,3,9,1.2,0.6
m_1oO6B7,2026-08-30,t_1Fzy5s,River Plate,5,1,1,3,6,7,-1,4,1.2,1.4,5,3,0,2,6,3,3,9,1.2,0.6
m_32YJGL,2026-09-06,t_1Fzy5s,River Plate,5,1,1,3,6,7,-1,4,1.2,1.4,5,3,0,2,7,4,3,9,1.4,0.8
m_3TfyzU,2026-09-12,t_1Fzy5s,River Plate,5,2,1,2,7,5,2,7,1.4,1.0,5,3,0,2,7,4,3,9,1.4,0.8
m_1oH2tW,2026-01-23,t_1HsET8,Estudiantes,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_09UPPR,2026-01-29,t_1HsET8,Estudiantes,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,1,1,0,1,1.0,1.0
m_0cs8S8,2026-02-02,t_1HsET8,Estudiantes,1,1,0,0,2,1,1,3,2.0,1.0,1,0,1,0,1,1,0,1,1.0,1.0
m_3sDDFG,2026-02-09,t_1HsET8,Estudiantes,1,1,0,0,2,1,1,3,2.0,1.0,2,0,2,0,1,1,0,2,0.5,0.5
m_2wlvcQ,2026-02-15,t_1HsET8,Estudiantes,2,2,0,0,3,1,2,6,1.5,0.5,2,0,2,0,1,1,0,2,0.5,0.5
m_2kYA49,2026-02-20,t_1HsET8,Estudiantes,2,2,0,0,3,1,2,6,1.5,0.5,3,0,3,0,1,1,0,3,0.3333333333333333,0.3333333333333333
m_2byNvS,2026-02-25,t_1HsET8,Estudiantes,3,3,0,0,4,1,3,9,1.3333333333333333,0.3333333333333333,3,0,3,0,1,1,0,3,0.3333333333333333,0.3333333333333333
m_3WwAlG,2026-03-02,t_1HsET8,Estudiantes,3,3,0,0,4,1,3,9,1.3333333333333333,0.3333333333333333,4,1,3,0,3,1,2,6,0.75,0.25
m_2rfIEE,2026-03-13,t_1HsET8,Estudiantes,4,3,0,1,4,2,2,9,1.0,0.5,4,1,3,0,3,1,2,6,0.75,0.25
m_2XIz1k,2026-03-18,t_1HsET8,Estudiantes,5,3,0,2,4,3,1,9,0.8,0.6,4,1,3,0,3,1,2,6,0.75,0.25
m_0d5xg9,2026-03-23,t_1HsET8,Estudiantes,5,3,0,2,4,3,1,9,0.8,0.6,5,2,3,0,5,2,3,9,1.0,0.4
m_0IMWj8,2026-04-03,t_1HsET8,Estudiantes,5,3,0,2,7,2,5,9,1.4,0.4,5,2,3,0,5,2,3,9,1.0,0.4
m_4fxT6w,2026-04-11,t_1HsET8,Estudiantes,5,3,0,2,7,2,5,9,1.4,0.4,5,2,2,1,4,2,2,8,0.8,0.4
m_1Vr866,2026-04-18,t_1HsET8,Estudiantes,5,3,0,2,8,3,5,9,1.6,0.6,5,2,2,1,4,2,2,8,0.8,0.4
m_4DTyjs,2026-04-25,t_1HsET8,Estudiantes,5,3,0,2,8,3,5,9,1.6,0.6,5,3,1,1,5,2,3,10,1.0,0.4
m_3MBuhd,2026-05-03,t_1HsET8,Estudiantes,5,2,1,2,7,3,4,7,1.4,0.6,5,3,1,1,5,2,3,10,1.0,0.4
m_3vjLig,2026-05-10,t_1HsET8,Estudiantes,5,2,1,2,7,3,4,7,1.4,0.6,5,4,0,1,7,2,5,12,1.4,0.4
m_0smnBS,2026-07-26,t_1HsET8,Estudiantes,5,2,1,2,7,3,4,7,1.4,0.6,5,4,0,1,7,2,5,12,1.4,0.4
m_2xdOyu,2026-08-01,t_1HsET8,Estudiantes,5,2,1,2,7,4,3,7,1.4,0.8,5,4,0,1,7,2,5,12,1.4,0.4
m_26MC0h,2026-08-05,t_1HsET8,Estudiantes,5,2,1,2,5,4,1,7,1.0,0.8,5,4,0,1,7,2,5,12,1.4,0.4
m_3xPV3E,2026-08-08,t_1HsET8,Estudiantes,5,2,1,2,5,4,1,7,1.0,0.8,5,3,0,2,5,3,2,9,1.0,0.6
m_3spPk4,2026-08-15,t_1HsET8,Estudiantes,5,2,1,2,5,4,1,7,1.0,0.8,5,2,0,3,3,4,-1,6,0.6,0.8
m_3xzvfD,2026-08-23,t_1HsET8,Estudiantes,5,2,1,2,7,3,4,7,1.4,0.6,5,2,0,3,3,4,-1,6,0.6,0.8
m_23XA3J,2026-08-31,t_1HsET8,Estudiantes,5,2,1,2,7,3,4,7,1.4,0.6,5,2,0,3,3,5,-2,6,0.6,1.0
m_3kXmim,2026-09-06,t_1HsET8,Estudiantes,5,2,1,2,7,3,4,7,1.4,0.6,5,2,0,3,3,5,-2,6,0.6,1.0
m_2iSmoq,2026-09-12,t_1HsET8,Estudiantes,5,2,1,2,7,3,4,7,1.4,0.6,5,1,0,4,2,6,-4,3,0.4,1.2
m_3gOUak,2026-01-26,t_1L8FaD,Tigre,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_4XI4Tz,2026-01-29,t_1L8FaD,Tigre,1,1,0,0,2,0,2,3,2.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_3ACZQ9,2026-02-02,t_1L8FaD,Tigre,1,1,0,0,2,0,2,3,2.0,0.0,1,0,1,0,1,1,0,1,1.0,1.0
m_0k3gzI,2026-02-07,t_1L8FaD,Tigre,2,2,0,0,5,1,4,6,2.5,0.5,1,0,1,0,1,1,0,1,1.0,1.0
m_1H9yMb,2026-02-12,t_1L8FaD,Tigre,2,2,0,0,5,1,4,6,2.5,0.5,2,1,1,0,5,2,3,4,2.5,1.0
m_10l4Ew,2026-02-22,t_1L8FaD,Tigre,3,3,0,0,6,1,5,9,2.0,0.3333333333333333,2,1,1,0,5,2,3,4,2.5,1.0
m_2dkzXZ,2026-02-25,t_1L8FaD,Tigre,3,3,0,0,6,1,5,9,2.0,0.3333333333333333,3,1,2,0,5,2,3,5,1.6666666666666667,0.6666666666666666
m_4QwFk6,2026-03-02,t_1L8FaD,Tigre,3,3,0,0,6,1,5,9,2.0,0.3333333333333333,4,1,2,1,6,4,2,5,1.5,1.0
m_4GHjNn,2026-03-10,t_1L8FaD,Tigre,4,3,1,0,8,3,5,10,2.0,0.75,4,1,2,1,6,4,2,5,1.5,1.0
m_2yIwhJ,2026-03-16,t_1L8FaD,Tigre,5,3,2,0,9,4,5,11,1.8,0.8,4,1,2,1,6,4,2,5,1.5,1.0
m_3Ol2iT,2026-03-21,t_1L8FaD,Tigre,5,2,3,0,8,5,3,9,1.6,1.0,4,1,2,1,6,4,2,5,1.5,1.0
m_41Dxbo,2026-04-02,t_1L8FaD,Tigre,5,2,3,0,8,5,3,9,1.6,1.0,5,1,2,2,6,5,1,5,1.2,1.0
m_19b0Rn,2026-04-12,t_1L8FaD,Tigre,5,1,3,1,5,6,-1,6,1.0,1.2,5,1,2,2,6,5,1,5,1.2,1.0
m_0QP5Eq,2026-04-21,t_1L8FaD,Tigre,5,1,3,1,5,6,-1,6,1.0,1.2,5,1,2,2,5,4,1,5,1.0,0.8
m_19Px84,2026-04-25,t_1L8FaD,Tigre,5,0,4,1,5,7,-2,4,1.0,1.4,5,1,2,2,5,4,1,5,1.0,0.8
m_0fdjQP,2026-05-03,t_1L8FaD,Tigre,5,0,4,1,5,7,-2,4,1.0,1.4,5,0,2,3,1,4,-3,2,0.2,0.8
m_2VlptL,2026-07-25,t_1L8FaD,Tigre,5,0,4,1,5,7,-2,4,1.0,1.4,5,0,2,3,2,5,-3,2,0.4,1.0
m_0afzlB,2026-08-01,t_1L8FaD,Tigre,5,0,4,1,5,7,-2,4,1.0,1.4,5,0,2,3,1,4,-3,2,0.2,0.8
m_147hOq,2026-08-06,t_1L8FaD,Tigre,5,0,4,1,5,7,-2,4,1.0,1.4,5,1,2,2,4,4,0,5,0.8,0.8
m_2VSaa1,2026-08-08,t_1L8FaD,Tigre,5,0,4,1,3,5,-2,4,0.6,1.0,5,1,2,2,4,4,0,5,0.8,0.8
m_0kIwxH,2026-08-15,t_1L8FaD,Tigre,5,1,3,1,3,4,-1,6,0.6,0.8,5,1,2,2,4,4,0,5,0.8,0.8
m_2k3hTY,2026-08-24,t_1L8FaD,Tigre,5,1,3,1,3,4,-1,6,0.6,0.8,5,1,2,2,4,4,0,5,0.8,0.8
m_2eHqO4,2026-09-01,t_1L8FaD,Tigre,5,2,2,1,4,4,0,8,0.8,0.8,5,1,2,2,4,4,0,5,0.8,0.8
m_2MnXyo,2026-09-05,t_1L8FaD,Tigre,5,2,3,0,4,2,2,9,0.8,0.4,5,1,2,2,4,4,0,5,0.8,0.8
m_2UjMTH,2026-09-13,t_1L8FaD,Tigre,5,2,3,0,4,2,2,9,0.8,0.4,5,1,2,2,5,5,0,5,1.0,1.0
m_2wEu9K,2026-01-23,t_1QqhS7,San Lorenzo,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_14jWEQ,2026-01-27,t_1QqhS7,San Lorenzo,1,0,0,1,2,3,-1,0,2.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0
m_4SzUty,2026-01-31,t_1QqhS7,San Lorenzo,1,0,0,1,2,3,-1,0,2.0,3.0,1,1,0,0,1,0,1,3,1.0,0.0
m_4PxDme,2026-02-08,t_1QqhS7,San Lorenzo,2,1,0,1,3,3,0,3,1.5,1.5,1,1,0,0,1,0,1,3,1.0,0.0
m_0TuvMr,2026-02-14,t_1QqhS7,San Lorenzo,2,1,0,1,3,3,0,3,1.5,1.5,2,1,0,1,1,1,0,3,0.5,0.5
m_48r2a7,2026-02-22,t_1QqhS7,San Lorenzo,2,1,0,1,3,3,0,3,1.5,1.5,3,1,1,1,1,1,0,4,0.3333333333333333,0.3333333333333333
m_2YNGA5,2026-02-24,t_1QqhS7,San Lorenzo,3,2,0,1,5,3,2,6,1.6666666666666667,1.0,3,1,1,1,1,1,0,4,0.3333333333333333,0.3333333333333333
m_3CjTLG,2026-03-01,t_1QqhS7,San Lorenzo,4,2,1,1,6,4,2,7,1.5,1.0,3,1,1,1,1,1,0,4,0.3333333333333333,0.3333333333333333
m_0EJRQi,2026-03-11,t_1QqhS7,San Lorenzo,4,2,1,1,6,4,2,7,1.5,1.0,4,1,2,1,1,1,0,5,0.25,0.25
m_2pi43m,2026-03-16,t_1QqhS7,San Lorenzo,4,2,1,1,6,4,2,7,1.5,1.0,5,1,3,1,2,2,0,6,0.4,0.4
m_0idF82,2026-03-25,t_1QqhS7,San Lorenzo,5,2,1,2,8,9,-1,7,1.6,1.8,5,1,3,1,2,2,0,6,0.4,0.4
m_0IMWj8,2026-04-03,t_1QqhS7,San Lorenzo,5,2,1,2,8,9,-1,7,1.6,1.8,5,0,4,1,2,3,-1,4,0.4,0.6
m_1WEirs,2026-04-12,t_1QqhS7,San Lorenzo,5,3,1,1,7,6,1,10,1.4,1.2,5,0,4,1,2,3,-1,4,0.4,0.6
m_4X5YYv,2026-04-20,t_1QqhS7,San Lorenzo,5,3,1,1,7,6,1,10,1.4,1.2,5,0,5,0,2,2,0,5,0.4,0.4
m_41mY2k,2026-04-25,t_1QqhS7,San Lorenzo,5,2,2,1,6,6,0,8,1.2,1.2,5,0,5,0,2,2,0,5,0.4,0.4
m_3CZXTq,2026-05-02,t_1QqhS7,San Lorenzo,5,2,2,1,6,6,0,8,1.2,1.2,5,1,4,0,3,2,1,7,0.6,0.4
m_21tO51,2026-05-10,t_1QqhS7,San Lorenzo,5,1,2,2,5,8,-3,5,1.0,1.6,5,1,4,0,3,2,1,7,0.6,0.4
m_1aviF3,2026-07-26,t_1QqhS7,San Lorenzo,5,1,2,2,5,8,-3,5,1.0,1.6,5,1,4,0,5,4,1,7,1.0,0.8
m_0SpGk1,2026-07-28,t_1QqhS7,San Lorenzo,5,1,2,2,5,8,-3,5,1.0,1.6,5,1,3,1,4,4,0,6,0.8,0.8
m_3lE8VM,2026-08-04,t_1QqhS7,San Lorenzo,5,2,1,2,5,7,-2,7,1.0,1.4,5,1,3,1,4,4,0,6,0.8,0.8
m_3Oow95,2026-08-09,t_1QqhS7,San Lorenzo,5,2,1,2,5,7,-2,7,1.0,1.4,5,1,2,2,3,4,-1,5,0.6,0.8
m_0CvxlD,2026-08-15,t_1QqhS7,San Lorenzo,5,2,1,2,3,4,-1,7,0.6,0.8,5,1,2,2,3,4,-1,5,0.6,0.8
m_3wtsgB,2026-08-21,t_1QqhS7,San Lorenzo,5,2,1,2,3,4,-1,7,0.6,0.8,5,1,2,2,3,4,-1,5,0.6,0.8
m_1YGhXX,2026-09-01,t_1QqhS7,San Lorenzo,5,2,1,2,3,4,-1,7,0.6,0.8,5,1,2,2,3,4,-1,5,0.6,0.8
m_2ImO5V,2026-09-05,t_1QqhS7,San Lorenzo,5,2,1,2,3,4,-1,7,0.6,0.8,5,0,2,3,2,5,-3,2,0.4,1.0
m_0XqwtQ,2026-09-13,t_1QqhS7,San Lorenzo,5,3,0,2,4,4,0,9,0.8,0.8,5,0,2,3,2,5,-3,2,0.4,1.0
m_1oH2tW,2026-01-23,t_1XZg6T,Independiente,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0
m_1BPKXp,2026-01-28,t_1XZg6T,Independiente,1,0,1,0,1,1,0,1,1.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0
m_1jdpKo,2026-01-31,t_1XZg6T,Independiente,1,0,1,0,1,1,0,1,1.0,1.0,1,0,1,0,1,1,0,1,1.0,1.0
m_4FfDiT,2026-02-08,t_1XZg6T,Independiente,2,0,2,0,2,2,0,2,1.0,1.0,1,0,1,0,1,1,0,1,1.0,1.0
m_4CCLV7,2026-02-13,t_1XZg6T,Independiente,2,0,2,0,2,2,0,2,1.0,1.0,2,1,1,0,2,1,1,4,1.0,0.5
m_49Gg2q,2026-02-21,t_1XZg6T,Independiente,3,1,2,0,4,2,2,5,1.3333333333333333,0.6666666666666666,2,1,1,0,2,1,1,4,1.0,0.5
m_4Hyhnt,2026-02-25,t_1XZg6T,Independiente,3,1,2,0,4,2,2,5,1.3333333333333333,0.6666666666666666,3,1,1,1,4,4,0,4,1.3333333333333333,1.3333333333333333
m_2FKyoL,2026-02-28,t_1XZg6T,Independiente,3,1,2,0,4,2,2,5,1.3333333333333333,0.6666666666666666,4,1,2,1,5,5,0,5,1.25,1.25
m_433Hpb,2026-03-10,t_1XZg6T,Independiente,4,2,2,0,6,2,4,8,1.5,0.5,4,1,2,1,5,5,0,5,1.25,1.25
m_4WxmC2,2026-03-17,t_1XZg6T,Independiente,5,2,3,0,10,6,4,9,2.0,1.2,4,1,2,1,5,5,0,5,1.25,1.25
m_41GmcC,2026-03-21,t_1XZg6T,Independiente,5,2,3,0,10,6,4,9,2.0,1.2,5,1,2,2,6,7,-1,5,1.2,1.4
m_3qEFO6,2026-04-04,t_1XZg6T,Independiente,5,2,2,1,10,7,3,8,2.0,1.4,5,1,2,2,6,7,-1,5,1.2,1.4
m_1uocnY,2026-04-11,t_1XZg6T,Independiente,5,3,1,1,10,6,4,10,2.0,1.2,5,1,2,2,6,7,-1,5,1.2,1.4
m_2qTx0J,2026-04-18,t_1XZg6T,Independiente,5,3,1,1,10,6,4,10,2.0,1.2,5,1,2,2,6,7,-1,5,1.2,1.4
m_0cJtQg,2026-04-24,t_1XZg6T,Independiente,5,3,1,1,11,7,4,10,2.2,1.4,5,1,2,2,6,7,-1,5,1.2,1.4
m_3CZXTq,2026-05-02,t_1XZg6T,Independiente,5,3,1,1,11,7,4,10,2.2,1.4,5,0,2,3,5,9,-4,2,1.0,1.8
